cases,deaths,country,geoid,countryterritorycode,population,continentexp,date,date.int,log.cases,log.deaths,tot.cases,tot.deaths,cum.cases,cum.deaths,n.nonzero.rows,prop.zero.cases,prop.zero.deaths,delta.next.non0,max.gap,is.train,ctry.min.date.int,ctry.min.date,date.int.delta,ctry.first.log.cases,adj.log.cases
7,0,azerbaijan,AZ,AZE,9942334,Europe,2020-03-24,18345,1.94591014905531,-Inf,1480,20,72,1,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,13,1.25276296849537,1.25276296849537
15,0,azerbaijan,AZ,AZE,9942334,Europe,2020-03-25,18346,2.70805020110221,-Inf,1480,20,87,1,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,14,2.01490302054226,2.01490302054226
6,1,azerbaijan,AZ,AZE,9942334,Europe,2020-03-26,18347,1.79175946922806,0,1480,20,93,2,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,15,1.09861228866811,1.09861228866811
29,1,azerbaijan,AZ,AZE,9942334,Europe,2020-03-27,18348,3.36729582998647,0,1480,20,122,3,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,16,2.67414864942653,2.67414864942653
43,0,azerbaijan,AZ,AZE,9942334,Europe,2020-03-28,18349,3.76120011569356,-Inf,1480,20,165,3,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,17,3.06805293513362,3.06805293513362
17,1,azerbaijan,AZ,AZE,9942334,Europe,2020-03-29,18350,2.83321334405622,0,1480,20,182,4,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,18,2.14006616349627,2.14006616349627
27,0,azerbaijan,AZ,AZE,9942334,Europe,2020-03-30,18351,3.29583686600433,-Inf,1480,20,209,4,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,19,2.60268968544438,2.60268968544438
64,0,azerbaijan,AZ,AZE,9942334,Europe,2020-03-31,18352,4.15888308335967,-Inf,1480,20,273,4,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,20,3.46573590279973,3.46573590279973
25,1,azerbaijan,AZ,AZE,9942334,Europe,2020-04-01,18353,3.2188758248682,0,1480,20,298,5,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,21,2.52572864430826,2.52572864430826
61,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-02,18354,4.11087386417331,-Inf,1480,20,359,5,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,22,3.41772668361337,3.41772668361337
41,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-03,18355,3.71357206670431,-Inf,1480,20,400,5,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,23,3.02042488614436,3.02042488614436
43,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-04,18356,3.76120011569356,-Inf,1480,20,443,5,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,24,3.06805293513362,3.06805293513362
78,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-05,18357,4.35670882668959,-Inf,1480,20,521,5,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,25,3.66356164612965,3.66356164612965
63,2,azerbaijan,AZ,AZE,9942334,Europe,2020-04-06,18358,4.14313472639153,0.693147180559945,1480,20,584,7,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,26,3.44998754583159,3.44998754583159
57,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-07,18359,4.04305126783455,-Inf,1480,20,641,7,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,27,3.34990408727461,3.34990408727461
76,1,azerbaijan,AZ,AZE,9942334,Europe,2020-04-08,18360,4.33073334028633,0,1480,20,717,8,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,28,3.63758615972639,3.63758615972639
105,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-09,18361,4.65396035015752,-Inf,1480,20,822,8,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,29,3.96081316959758,3.96081316959758
104,1,azerbaijan,AZ,AZE,9942334,Europe,2020-04-10,18362,4.64439089914137,0,1480,20,926,9,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,30,3.95124371858143,3.95124371858143
65,1,azerbaijan,AZ,AZE,9942334,Europe,2020-04-11,18363,4.17438726989564,0,1480,20,991,10,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,31,3.48124008933569,3.48124008933569
67,1,azerbaijan,AZ,AZE,9942334,Europe,2020-04-12,18364,4.20469261939097,0,1480,20,1058,11,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,32,3.51154543883102,3.51154543883102
40,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-13,18365,3.68887945411394,-Inf,1480,20,1098,11,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,33,2.99573227355399,2.99573227355399
50,1,azerbaijan,AZ,AZE,9942334,Europe,2020-04-14,18366,3.91202300542815,0,1480,20,1148,12,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,34,3.2188758248682,3.2188758248682
49,1,azerbaijan,AZ,AZE,9942334,Europe,2020-04-15,18367,3.89182029811063,0,1480,20,1197,13,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,35,3.19867311755068,3.19867311755068
56,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-16,18368,4.02535169073515,-Inf,1480,20,1253,13,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,36,3.3322045101752,3.3322045101752
30,2,azerbaijan,AZ,AZE,9942334,Europe,2020-04-17,18369,3.40119738166216,0.693147180559945,1480,20,1283,15,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,37,2.70805020110221,2.70805020110221
57,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-18,18370,4.04305126783455,-Inf,1480,20,1340,15,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,38,3.34990408727461,3.34990408727461
33,3,azerbaijan,AZ,AZE,9942334,Europe,2020-04-19,18371,3.49650756146648,1.09861228866811,1480,20,1373,18,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,39,2.80336038090654,2.80336038090654
25,1,azerbaijan,AZ,AZE,9942334,Europe,2020-04-20,18372,3.2188758248682,0,1480,20,1398,19,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,40,2.52572864430826,2.52572864430826
38,0,azerbaijan,AZ,AZE,9942334,Europe,2020-04-21,18373,3.63758615972639,-Inf,1480,20,1436,19,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,41,2.94443897916644,2.94443897916644
44,1,azerbaijan,AZ,AZE,9942334,Europe,2020-04-22,18374,3.78418963391826,0,1480,20,1480,20,42,0.607476635514019,0.850467289719626,1,1,TRUE,18332,2020-03-11,42,3.09104245335832,3.09104245335832
2,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-06,18327,0.693147180559945,-Inf,1340,50,2,0,37,0.0975609756097561,0.365853658536585,6,6,FALSE,,,,,
1,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-12,18333,0,-Inf,1340,50,3,0,37,0.0975609756097561,0.365853658536585,4,4,FALSE,,,,,
0,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-13,18334,-Inf,-Inf,1340,50,3,0,37,0.0975609756097561,0.365853658536585,,,FALSE,,,,,
15,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-16,18337,2.70805020110221,-Inf,1340,50,18,0,37,0.0975609756097561,0.365853658536585,1,2,FALSE,,,,,
3,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-17,18338,1.09861228866811,-Inf,1340,50,21,0,37,0.0975609756097561,0.365853658536585,2,2,FALSE,,,,,
0,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-18,18339,-Inf,-Inf,1340,50,21,0,37,0.0975609756097561,0.365853658536585,,,FALSE,,,,,
15,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-19,18340,2.70805020110221,-Inf,1340,50,36,0,37,0.0975609756097561,0.365853658536585,1,2,FALSE,,,,,
8,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-20,18341,2.07944154167984,-Inf,1340,50,44,0,37,0.0975609756097561,0.365853658536585,2,2,FALSE,,,,,
0,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-21,18342,-Inf,-Inf,1340,50,44,0,37,0.0975609756097561,0.365853658536585,,,FALSE,,,,,
48,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-22,18343,3.87120101090789,0,1340,50,92,1,37,0.0975609756097561,0.365853658536585,1,2,FALSE,,,,,
33,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-23,18344,3.49650756146648,-Inf,1340,50,125,1,37,0.0975609756097561,0.365853658536585,1,2,FALSE,,,,,
4,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-24,18345,1.38629436111989,-Inf,1340,50,129,1,37,0.0975609756097561,0.365853658536585,1,2,FALSE,,,,,
33,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-25,18346,3.49650756146648,0,1340,50,162,2,37,0.0975609756097561,0.365853658536585,1,2,FALSE,,,,,
19,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-26,18347,2.94443897916644,0,1340,50,181,3,37,0.0975609756097561,0.365853658536585,2,2,FALSE,,,,,
0,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-27,18348,-Inf,-Inf,1340,50,181,3,37,0.0975609756097561,0.365853658536585,,,FALSE,,,,,
48,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-28,18349,3.87120101090789,-Inf,1340,50,229,3,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
28,2,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-29,18350,3.3322045101752,0.693147180559945,1340,50,257,5,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
66,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-30,18351,4.18965474202643,0,1340,50,323,6,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
30,2,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-03-31,18352,3.40119738166216,0.693147180559945,1340,50,353,8,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
60,4,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-01,18353,4.0943445622221,1.38629436111989,1340,50,413,12,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
51,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-02,18354,3.93182563272433,0,1340,50,464,13,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
68,4,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-03,18355,4.21950770517611,1.38629436111989,1340,50,532,17,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
54,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-04,18356,3.98898404656427,0,1340,50,586,18,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
46,3,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-05,18357,3.8286413964891,1.09861228866811,1340,50,632,21,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
31,3,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-06,18358,3.43398720448515,1.09861228866811,1340,50,663,24,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
32,4,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-07,18359,3.46573590279973,1.38629436111989,1340,50,695,28,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
86,4,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-08,18360,4.45434729625351,1.38629436111989,1340,50,781,32,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
35,3,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-09,18361,3.55534806148941,1.09861228866811,1340,50,816,35,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
59,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-10,18362,4.07753744390572,0,1340,50,875,36,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
26,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-11,18363,3.25809653802148,0,1340,50,901,37,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
47,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-12,18364,3.85014760171006,-Inf,1340,50,948,37,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
59,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-13,18365,4.07753744390572,0,1340,50,1007,38,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
21,0,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-14,18366,3.04452243772342,-Inf,1340,50,1028,38,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
45,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-15,18367,3.80666248977032,0,1340,50,1073,39,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
27,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-16,18368,3.29583686600433,0,1340,50,1100,40,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
52,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-17,18369,3.95124371858143,0,1340,50,1152,41,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
58,3,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-18,18370,4.06044301054642,1.09861228866811,1340,50,1210,44,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
44,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-19,18371,3.78418963391826,0,1340,50,1254,45,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
15,1,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-20,18372,2.70805020110221,0,1340,50,1269,46,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
31,2,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-21,18373,3.43398720448515,0.693147180559945,1340,50,1300,48,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
40,2,bosnia_and_herzegovina,BA,BIH,3323929,Europe,2020-04-22,18374,3.68887945411394,0.693147180559945,1340,50,1340,50,37,0.0975609756097561,0.365853658536585,1,1,FALSE,,,,,
1,0,barbados,BB,BRB,286641,America,2020-03-18,18339,0,-Inf,75,5,1,0,22,0.388888888888889,0.861111111111111,2,3,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-03-19,18340,-Inf,-Inf,75,5,1,0,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
1,0,barbados,BB,BRB,286641,America,2020-03-20,18341,0,-Inf,75,5,2,0,22,0.388888888888889,0.861111111111111,1,3,FALSE,,,,,
4,0,barbados,BB,BRB,286641,America,2020-03-21,18342,1.38629436111989,-Inf,75,5,6,0,22,0.388888888888889,0.861111111111111,1,3,FALSE,,,,,
8,0,barbados,BB,BRB,286641,America,2020-03-22,18343,2.07944154167984,-Inf,75,5,14,0,22,0.388888888888889,0.861111111111111,1,3,FALSE,,,,,
3,0,barbados,BB,BRB,286641,America,2020-03-23,18344,1.09861228866811,-Inf,75,5,17,0,22,0.388888888888889,0.861111111111111,2,3,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-03-24,18345,-Inf,-Inf,75,5,17,0,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
1,0,barbados,BB,BRB,286641,America,2020-03-25,18346,0,-Inf,75,5,18,0,22,0.388888888888889,0.861111111111111,2,3,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-03-26,18347,-Inf,-Inf,75,5,18,0,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
6,0,barbados,BB,BRB,286641,America,2020-03-27,18348,1.79175946922806,-Inf,75,5,24,0,22,0.388888888888889,0.861111111111111,2,3,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-03-28,18349,-Inf,-Inf,75,5,24,0,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
2,0,barbados,BB,BRB,286641,America,2020-03-29,18350,0.693147180559945,-Inf,75,5,26,0,22,0.388888888888889,0.861111111111111,1,3,FALSE,,,,,
7,0,barbados,BB,BRB,286641,America,2020-03-30,18351,1.94591014905531,-Inf,75,5,33,0,22,0.388888888888889,0.861111111111111,1,3,FALSE,,,,,
1,0,barbados,BB,BRB,286641,America,2020-03-31,18352,0,-Inf,75,5,34,0,22,0.388888888888889,0.861111111111111,2,3,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-01,18353,-Inf,-Inf,75,5,34,0,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
11,0,barbados,BB,BRB,286641,America,2020-04-02,18354,2.39789527279837,-Inf,75,5,45,0,22,0.388888888888889,0.861111111111111,3,3,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-03,18355,-Inf,-Inf,75,5,45,0,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-04,18356,-Inf,-Inf,75,5,45,0,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
6,0,barbados,BB,BRB,286641,America,2020-04-05,18357,1.79175946922806,-Inf,75,5,51,0,22,0.388888888888889,0.861111111111111,1,2,FALSE,,,,,
5,1,barbados,BB,BRB,286641,America,2020-04-06,18358,1.6094379124341,0,75,5,56,1,22,0.388888888888889,0.861111111111111,1,2,FALSE,,,,,
4,1,barbados,BB,BRB,286641,America,2020-04-07,18359,1.38629436111989,0,75,5,60,2,22,0.388888888888889,0.861111111111111,1,2,FALSE,,,,,
3,1,barbados,BB,BRB,286641,America,2020-04-08,18360,1.09861228866811,0,75,5,63,3,22,0.388888888888889,0.861111111111111,2,2,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-09,18361,-Inf,-Inf,75,5,63,3,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
3,0,barbados,BB,BRB,286641,America,2020-04-10,18362,1.09861228866811,-Inf,75,5,66,3,22,0.388888888888889,0.861111111111111,1,1,FALSE,,,,,
1,1,barbados,BB,BRB,286641,America,2020-04-11,18363,0,0,75,5,67,4,22,0.388888888888889,0.861111111111111,1,1,FALSE,,,,,
1,0,barbados,BB,BRB,286641,America,2020-04-12,18364,0,-Inf,75,5,68,4,22,0.388888888888889,0.861111111111111,1,1,FALSE,,,,,
3,0,barbados,BB,BRB,286641,America,2020-04-13,18365,1.09861228866811,-Inf,75,5,71,4,22,0.388888888888889,0.861111111111111,1,1,FALSE,,,,,
1,0,barbados,BB,BRB,286641,America,2020-04-14,18366,0,-Inf,75,5,72,4,22,0.388888888888889,0.861111111111111,1,1,FALSE,,,,,
1,1,barbados,BB,BRB,286641,America,2020-04-15,18367,0,0,75,5,73,5,22,0.388888888888889,0.861111111111111,1,1,FALSE,,,,,
2,0,barbados,BB,BRB,286641,America,2020-04-16,18368,0.693147180559945,-Inf,75,5,75,5,22,0.388888888888889,0.861111111111111,1,1,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-17,18369,-Inf,-Inf,75,5,75,5,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-18,18370,-Inf,-Inf,75,5,75,5,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-19,18371,-Inf,-Inf,75,5,75,5,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-20,18372,-Inf,-Inf,75,5,75,5,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-21,18373,-Inf,-Inf,75,5,75,5,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
0,0,barbados,BB,BRB,286641,America,2020-04-22,18374,-Inf,-Inf,75,5,75,5,22,0.388888888888889,0.861111111111111,,,FALSE,,,,,
3,0,bangladesh,BD,BGD,161356039,Asia,2020-03-09,18330,1.09861228866811,-Inf,3382,110,3,0,33,0.153846153846154,0.41025641025641,8,8,FALSE,,,,,
0,0,bangladesh,BD,BGD,161356039,Asia,2020-03-15,18336,-Inf,-Inf,3382,110,3,0,33,0.153846153846154,0.41025641025641,,,FALSE,,,,,
2,0,bangladesh,BD,BGD,161356039,Asia,2020-03-17,18338,0.693147180559945,-Inf,3382,110,5,0,33,0.153846153846154,0.41025641025641,1,3,FALSE,,,,,
3,0,bangladesh,BD,BGD,161356039,Asia,2020-03-18,18339,1.09861228866811,-Inf,3382,110,8,0,33,0.153846153846154,0.41025641025641,1,3,FALSE,,,,,
2,0,bangladesh,BD,BGD,161356039,Asia,2020-03-19,18340,0.693147180559945,-Inf,3382,110,10,0,33,0.153846153846154,0.41025641025641,2,3,FALSE,,,,,
0,0,bangladesh,BD,BGD,161356039,Asia,2020-03-20,18341,-Inf,-Inf,3382,110,10,0,33,0.153846153846154,0.41025641025641,,,FALSE,,,,,
7,0,bangladesh,BD,BGD,161356039,Asia,2020-03-21,18342,1.94591014905531,-Inf,3382,110,17,0,33,0.153846153846154,0.41025641025641,1,3,FALSE,,,,,
7,2,bangladesh,BD,BGD,161356039,Asia,2020-03-22,18343,1.94591014905531,0.693147180559945,3382,110,24,2,33,0.153846153846154,0.41025641025641,1,3,FALSE,,,,,
3,1,bangladesh,BD,BGD,161356039,Asia,2020-03-23,18344,1.09861228866811,0,3382,110,27,3,33,0.153846153846154,0.41025641025641,1,3,FALSE,,,,,
6,0,bangladesh,BD,BGD,161356039,Asia,2020-03-24,18345,1.79175946922806,-Inf,3382,110,33,3,33,0.153846153846154,0.41025641025641,1,3,FALSE,,,,,
6,1,bangladesh,BD,BGD,161356039,Asia,2020-03-25,18346,1.79175946922806,0,3382,110,39,4,33,0.153846153846154,0.41025641025641,2,3,FALSE,,,,,
0,1,bangladesh,BD,BGD,161356039,Asia,2020-03-26,18347,-Inf,0,3382,110,39,5,33,0.153846153846154,0.41025641025641,,,FALSE,,,,,
9,0,bangladesh,BD,BGD,161356039,Asia,2020-03-27,18348,2.19722457733622,-Inf,3382,110,48,5,33,0.153846153846154,0.41025641025641,3,3,FALSE,,,,,
0,0,bangladesh,BD,BGD,161356039,Asia,2020-03-28,18349,-Inf,-Inf,3382,110,48,5,33,0.153846153846154,0.41025641025641,,,FALSE,,,,,
0,0,bangladesh,BD,BGD,161356039,Asia,2020-03-29,18350,-Inf,-Inf,3382,110,48,5,33,0.153846153846154,0.41025641025641,,,FALSE,,,,,
1,0,bangladesh,BD,BGD,161356039,Asia,2020-03-30,18351,0,-Inf,3382,110,49,5,33,0.153846153846154,0.41025641025641,2,2,FALSE,,,,,
0,0,bangladesh,BD,BGD,161356039,Asia,2020-03-31,18352,-Inf,-Inf,3382,110,49,5,33,0.153846153846154,0.41025641025641,,,FALSE,,,,,
2,0,bangladesh,BD,BGD,161356039,Asia,2020-04-01,18353,0.693147180559945,-Inf,3382,110,51,5,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
3,1,bangladesh,BD,BGD,161356039,Asia,2020-04-02,18354,1.09861228866811,0,3382,110,54,6,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
2,0,bangladesh,BD,BGD,161356039,Asia,2020-04-03,18355,0.693147180559945,-Inf,3382,110,56,6,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
5,0,bangladesh,BD,BGD,161356039,Asia,2020-04-04,18356,1.6094379124341,-Inf,3382,110,61,6,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
9,2,bangladesh,BD,BGD,161356039,Asia,2020-04-05,18357,2.19722457733622,0.693147180559945,3382,110,70,8,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
18,1,bangladesh,BD,BGD,161356039,Asia,2020-04-06,18358,2.89037175789616,0,3382,110,88,9,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
35,3,bangladesh,BD,BGD,161356039,Asia,2020-04-07,18359,3.55534806148941,1.09861228866811,3382,110,123,12,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
41,5,bangladesh,BD,BGD,161356039,Asia,2020-04-08,18360,3.71357206670431,1.6094379124341,3382,110,164,17,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
54,3,bangladesh,BD,BGD,161356039,Asia,2020-04-09,18361,3.98898404656427,1.09861228866811,3382,110,218,20,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
112,1,bangladesh,BD,BGD,161356039,Asia,2020-04-10,18362,4.71849887129509,0,3382,110,330,21,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
94,6,bangladesh,BD,BGD,161356039,Asia,2020-04-11,18363,4.54329478227,1.79175946922806,3382,110,424,27,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
58,3,bangladesh,BD,BGD,161356039,Asia,2020-04-12,18364,4.06044301054642,1.09861228866811,3382,110,482,30,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
139,4,bangladesh,BD,BGD,161356039,Asia,2020-04-13,18365,4.93447393313069,1.38629436111989,3382,110,621,34,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
182,5,bangladesh,BD,BGD,161356039,Asia,2020-04-14,18366,5.2040066870768,1.6094379124341,3382,110,803,39,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
209,7,bangladesh,BD,BGD,161356039,Asia,2020-04-15,18367,5.34233425196481,1.94591014905531,3382,110,1012,46,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
219,4,bangladesh,BD,BGD,161356039,Asia,2020-04-16,18368,5.3890717298165,1.38629436111989,3382,110,1231,50,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
341,10,bangladesh,BD,BGD,161356039,Asia,2020-04-17,18369,5.83188247728352,2.30258509299405,3382,110,1572,60,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
266,15,bangladesh,BD,BGD,161356039,Asia,2020-04-18,18370,5.5834963087817,2.70805020110221,3382,110,1838,75,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
306,9,bangladesh,BD,BGD,161356039,Asia,2020-04-19,18371,5.72358510195238,2.19722457733622,3382,110,2144,84,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
312,7,bangladesh,BD,BGD,161356039,Asia,2020-04-20,18372,5.74300318780948,1.94591014905531,3382,110,2456,91,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
492,10,bangladesh,BD,BGD,161356039,Asia,2020-04-21,18373,6.19847871649231,2.30258509299405,3382,110,2948,101,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
434,9,bangladesh,BD,BGD,161356039,Asia,2020-04-22,18374,6.07304453410041,2.19722457733622,3382,110,3382,110,33,0.153846153846154,0.41025641025641,1,1,FALSE,,,,,
0,0,belgium,BE,BEL,11422068,Europe,2019-12-31,18261,-Inf,-Inf,40956,5998,0,0,53,0.535087719298246,0.666666666666667,,,FALSE,,,,,
