cases,deaths,country,geoid,countryterritorycode,population,continentexp,date,date.int,log.cases,log.deaths,tot.cases,tot.deaths,cum.cases,cum.deaths,n.nonzero.rows,prop.zero.cases,prop.zero.deaths,delta.next.non0,max.gap,is.train,ctry.min.date.int,ctry.min.date,date.int.delta,ctry.first.log.cases,adj.log.cases
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-13,18274,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-14,18275,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-15,18276,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-16,18277,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-17,18278,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-18,18279,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-19,18280,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-20,18281,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-21,18282,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-22,18283,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-23,18284,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-24,18285,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-25,18286,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-26,18287,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-27,18288,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-28,18289,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-29,18290,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-30,18291,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-01-31,18292,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-01,18293,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-02,18294,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-03,18295,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-04,18296,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-05,18297,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-06,18298,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-07,18299,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-08,18300,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-09,18301,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-10,18302,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-11,18303,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-12,18304,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-13,18305,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-14,18306,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-15,18307,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-16,18308,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-17,18309,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-18,18310,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-19,18311,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-20,18312,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-21,18313,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-22,18314,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-23,18315,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-24,18316,-Inf,-Inf,1092,36,0,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
1,0,afghanistan,AF,AFG,37172386,Asia,2020-02-25,18317,0,-Inf,1092,36,1,0,37,0.644230769230769,0.826923076923077,12,12,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-26,18318,-Inf,-Inf,1092,36,1,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-27,18319,-Inf,-Inf,1092,36,1,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-28,18320,-Inf,-Inf,1092,36,1,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-02-29,18321,-Inf,-Inf,1092,36,1,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-03-01,18322,-Inf,-Inf,1092,36,1,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-03-02,18323,-Inf,-Inf,1092,36,1,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
3,0,afghanistan,AF,AFG,37172386,Asia,2020-03-08,18329,1.09861228866811,-Inf,1092,36,4,0,37,0.644230769230769,0.826923076923077,3,4,FALSE,,,,,
3,0,afghanistan,AF,AFG,37172386,Asia,2020-03-11,18332,1.09861228866811,-Inf,1092,36,7,0,37,0.644230769230769,0.826923076923077,4,4,FALSE,,,,,
3,0,afghanistan,AF,AFG,37172386,Asia,2020-03-15,18336,1.09861228866811,-Inf,1092,36,10,0,37,0.644230769230769,0.826923076923077,1,3,TRUE,18336,2020-03-15,0,0,0
6,0,afghanistan,AF,AFG,37172386,Asia,2020-03-16,18337,1.79175946922806,-Inf,1092,36,16,0,37,0.644230769230769,0.826923076923077,1,3,TRUE,18336,2020-03-15,1,0.693147180559945,0.693147180559945
5,0,afghanistan,AF,AFG,37172386,Asia,2020-03-17,18338,1.6094379124341,-Inf,1092,36,21,0,37,0.644230769230769,0.826923076923077,1,3,TRUE,18336,2020-03-15,2,0.510825623765991,0.510825623765991
1,0,afghanistan,AF,AFG,37172386,Asia,2020-03-18,18339,0,-Inf,1092,36,22,0,37,0.644230769230769,0.826923076923077,3,3,TRUE,18336,2020-03-15,3,-1.09861228866811,-1.09861228866811
0,0,afghanistan,AF,AFG,37172386,Asia,2020-03-19,18340,-Inf,-Inf,1092,36,22,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
0,0,afghanistan,AF,AFG,37172386,Asia,2020-03-20,18341,-Inf,-Inf,1092,36,22,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
2,0,afghanistan,AF,AFG,37172386,Asia,2020-03-21,18342,0.693147180559945,-Inf,1092,36,24,0,37,0.644230769230769,0.826923076923077,2,2,TRUE,18336,2020-03-15,6,-0.405465108108165,-0.405465108108165
0,0,afghanistan,AF,AFG,37172386,Asia,2020-03-22,18343,-Inf,-Inf,1092,36,24,0,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
10,0,afghanistan,AF,AFG,37172386,Asia,2020-03-23,18344,2.30258509299405,-Inf,1092,36,34,0,37,0.644230769230769,0.826923076923077,1,2,TRUE,18336,2020-03-15,8,1.20397280432594,1.20397280432594
6,1,afghanistan,AF,AFG,37172386,Asia,2020-03-24,18345,1.79175946922806,0,1092,36,40,1,37,0.644230769230769,0.826923076923077,1,2,TRUE,18336,2020-03-15,9,0.693147180559945,0.693147180559945
2,0,afghanistan,AF,AFG,37172386,Asia,2020-03-25,18346,0.693147180559945,-Inf,1092,36,42,1,37,0.644230769230769,0.826923076923077,1,2,TRUE,18336,2020-03-15,10,-0.405465108108165,-0.405465108108165
33,0,afghanistan,AF,AFG,37172386,Asia,2020-03-26,18347,3.49650756146648,-Inf,1092,36,75,1,37,0.644230769230769,0.826923076923077,2,2,TRUE,18336,2020-03-15,11,2.39789527279837,2.39789527279837
0,0,afghanistan,AF,AFG,37172386,Asia,2020-03-27,18348,-Inf,-Inf,1092,36,75,1,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
16,1,afghanistan,AF,AFG,37172386,Asia,2020-03-28,18349,2.77258872223978,0,1092,36,91,2,37,0.644230769230769,0.826923076923077,1,2,TRUE,18336,2020-03-15,13,1.67397643357167,1.67397643357167
15,1,afghanistan,AF,AFG,37172386,Asia,2020-03-29,18350,2.70805020110221,0,1092,36,106,3,37,0.644230769230769,0.826923076923077,1,2,TRUE,18336,2020-03-15,14,1.6094379124341,1.6094379124341
8,1,afghanistan,AF,AFG,37172386,Asia,2020-03-30,18351,2.07944154167984,0,1092,36,114,4,37,0.644230769230769,0.826923076923077,1,2,TRUE,18336,2020-03-15,15,0.980829253011726,0.980829253011726
27,0,afghanistan,AF,AFG,37172386,Asia,2020-03-31,18352,3.29583686600433,-Inf,1092,36,141,4,37,0.644230769230769,0.826923076923077,1,2,TRUE,18336,2020-03-15,16,2.19722457733622,2.19722457733622
25,0,afghanistan,AF,AFG,37172386,Asia,2020-04-01,18353,3.2188758248682,-Inf,1092,36,166,4,37,0.644230769230769,0.826923076923077,1,2,TRUE,18336,2020-03-15,17,2.12026353620009,2.12026353620009
26,0,afghanistan,AF,AFG,37172386,Asia,2020-04-02,18354,3.25809653802148,-Inf,1092,36,192,4,37,0.644230769230769,0.826923076923077,1,2,TRUE,18336,2020-03-15,18,2.15948424935337,2.15948424935337
43,0,afghanistan,AF,AFG,37172386,Asia,2020-04-03,18355,3.76120011569356,-Inf,1092,36,235,4,37,0.644230769230769,0.826923076923077,2,2,TRUE,18336,2020-03-15,19,2.66258782702545,2.66258782702545
0,0,afghanistan,AF,AFG,37172386,Asia,2020-04-04,18356,-Inf,-Inf,1092,36,235,4,37,0.644230769230769,0.826923076923077,,,FALSE,,,,,
35,1,afghanistan,AF,AFG,37172386,Asia,2020-04-05,18357,3.55534806148941,0,1092,36,270,5,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,21,2.4567357728213,2.4567357728213
29,2,afghanistan,AF,AFG,37172386,Asia,2020-04-06,18358,3.36729582998647,0.693147180559945,1092,36,299,7,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,22,2.26868354131836,2.26868354131836
38,0,afghanistan,AF,AFG,37172386,Asia,2020-04-07,18359,3.63758615972639,-Inf,1092,36,337,7,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,23,2.53897387105828,2.53897387105828
30,4,afghanistan,AF,AFG,37172386,Asia,2020-04-08,18360,3.40119738166216,1.38629436111989,1092,36,367,11,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,24,2.30258509299405,2.30258509299405
56,3,afghanistan,AF,AFG,37172386,Asia,2020-04-09,18361,4.02535169073515,1.09861228866811,1092,36,423,14,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,25,2.92673940206704,2.92673940206704
61,1,afghanistan,AF,AFG,37172386,Asia,2020-04-10,18362,4.11087386417331,0,1092,36,484,15,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,26,3.0122615755052,3.0122615755052
37,0,afghanistan,AF,AFG,37172386,Asia,2020-04-11,18363,3.61091791264422,-Inf,1092,36,521,15,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,27,2.51230562397612,2.51230562397612
34,3,afghanistan,AF,AFG,37172386,Asia,2020-04-12,18364,3.52636052461616,1.09861228866811,1092,36,555,18,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,28,2.42774823594805,2.42774823594805
52,0,afghanistan,AF,AFG,37172386,Asia,2020-04-13,18365,3.95124371858143,-Inf,1092,36,607,18,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,29,2.85263142991332,2.85263142991332
58,3,afghanistan,AF,AFG,37172386,Asia,2020-04-14,18366,4.06044301054642,1.09861228866811,1092,36,665,21,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,30,2.96183072187831,2.96183072187831
49,2,afghanistan,AF,AFG,37172386,Asia,2020-04-15,18367,3.89182029811063,0.693147180559945,1092,36,714,23,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,31,2.79320800944252,2.79320800944252
70,2,afghanistan,AF,AFG,37172386,Asia,2020-04-16,18368,4.24849524204936,0.693147180559945,1092,36,784,25,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,32,3.14988295338125,3.14988295338125
10,4,afghanistan,AF,AFG,37172386,Asia,2020-04-17,18369,2.30258509299405,1.38629436111989,1092,36,794,29,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,33,1.20397280432594,1.20397280432594
51,1,afghanistan,AF,AFG,37172386,Asia,2020-04-18,18370,3.93182563272433,0,1092,36,845,30,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,34,2.83321334405622,2.83321334405622
63,0,afghanistan,AF,AFG,37172386,Asia,2020-04-19,18371,4.14313472639153,-Inf,1092,36,908,30,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,35,3.04452243772342,3.04452243772342
88,3,afghanistan,AF,AFG,37172386,Asia,2020-04-20,18372,4.47733681447821,1.09861228866811,1092,36,996,33,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,36,3.3787245258101,3.3787245258101
35,2,afghanistan,AF,AFG,37172386,Asia,2020-04-21,18373,3.55534806148941,0.693147180559945,1092,36,1031,35,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,37,2.4567357728213,2.4567357728213
61,1,afghanistan,AF,AFG,37172386,Asia,2020-04-22,18374,4.11087386417331,0,1092,36,1092,36,37,0.644230769230769,0.826923076923077,1,1,TRUE,18336,2020-03-15,38,3.0122615755052,3.0122615755052
1,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-15,18336,0,-Inf,24,3,1,0,9,0.735294117647059,0.941176470588235,10,10,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-21,18342,-Inf,-Inf,24,3,1,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-22,18343,-Inf,-Inf,24,3,1,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-23,18344,-Inf,-Inf,24,3,1,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-24,18345,-Inf,-Inf,24,3,1,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
2,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-25,18346,0.693147180559945,-Inf,24,3,3,0,9,0.735294117647059,0.941176470588235,2,8,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-26,18347,-Inf,-Inf,24,3,3,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
4,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-27,18348,1.38629436111989,-Inf,24,3,7,0,9,0.735294117647059,0.941176470588235,7,8,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-28,18349,-Inf,-Inf,24,3,7,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-29,18350,-Inf,-Inf,24,3,7,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-30,18351,-Inf,-Inf,24,3,7,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-03-31,18352,-Inf,-Inf,24,3,7,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-01,18353,-Inf,-Inf,24,3,7,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-02,18354,-Inf,-Inf,24,3,7,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
2,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-03,18355,0.693147180559945,-Inf,24,3,9,0,9,0.735294117647059,0.941176470588235,1,8,FALSE,,,,,
6,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-04,18356,1.79175946922806,-Inf,24,3,15,0,9,0.735294117647059,0.941176470588235,6,8,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-05,18357,-Inf,-Inf,24,3,15,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-06,18358,-Inf,-Inf,24,3,15,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-07,18359,-Inf,-Inf,24,3,15,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-08,18360,-Inf,-Inf,24,3,15,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-09,18361,-Inf,-Inf,24,3,15,0,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
4,2,antigua_and_barbuda,AG,ATG,96286,America,2020-04-10,18362,1.38629436111989,0.693147180559945,24,3,19,2,9,0.735294117647059,0.941176470588235,1,8,FALSE,,,,,
2,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-11,18363,0.693147180559945,-Inf,24,3,21,2,9,0.735294117647059,0.941176470588235,3,8,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-12,18364,-Inf,-Inf,24,3,21,2,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-13,18365,-Inf,-Inf,24,3,21,2,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
2,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-14,18366,0.693147180559945,-Inf,24,3,23,2,9,0.735294117647059,0.941176470588235,8,8,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-15,18367,-Inf,-Inf,24,3,23,2,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-16,18368,-Inf,-Inf,24,3,23,2,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-17,18369,-Inf,-Inf,24,3,23,2,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-18,18370,-Inf,-Inf,24,3,23,2,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-19,18371,-Inf,-Inf,24,3,23,2,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-20,18372,-Inf,-Inf,24,3,23,2,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
0,1,antigua_and_barbuda,AG,ATG,96286,America,2020-04-21,18373,-Inf,0,24,3,23,3,9,0.735294117647059,0.941176470588235,,,FALSE,,,,,
1,0,antigua_and_barbuda,AG,ATG,96286,America,2020-04-22,18374,0,-Inf,24,3,24,3,9,0.735294117647059,0.941176470588235,1,1,FALSE,,,,,
2,0,anguilla,AI,"",,America,2020-03-27,18348,0.693147180559945,-Inf,3,0,2,0,2,0.925925925925926,1,7,7,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-03-28,18349,-Inf,-Inf,3,0,2,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-03-29,18350,-Inf,-Inf,3,0,2,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-03-30,18351,-Inf,-Inf,3,0,2,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-03-31,18352,-Inf,-Inf,3,0,2,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-01,18353,-Inf,-Inf,3,0,2,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-02,18354,-Inf,-Inf,3,0,2,0,2,0.925925925925926,1,,,FALSE,,,,,
1,0,anguilla,AI,"",,America,2020-04-03,18355,0,-Inf,3,0,3,0,2,0.925925925925926,1,1,1,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-04,18356,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-05,18357,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-06,18358,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-07,18359,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-08,18360,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-09,18361,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-10,18362,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-11,18363,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-12,18364,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-13,18365,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-14,18366,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-15,18367,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-16,18368,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-17,18369,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-18,18370,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-19,18371,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-20,18372,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-21,18373,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
0,0,anguilla,AI,"",,America,2020-04-22,18374,-Inf,-Inf,3,0,3,0,2,0.925925925925926,1,,,FALSE,,,,,
2,0,albania,AL,ALB,2866376,Europe,2020-03-09,18330,0.693147180559945,-Inf,609,26,2,0,44,0.0222222222222222,0.6,1,2,FALSE,,,,,
4,0,albania,AL,ALB,2866376,Europe,2020-03-10,18331,1.38629436111989,-Inf,609,26,6,0,44,0.0222222222222222,0.6,1,2,FALSE,,,,,
4,0,albania,AL,ALB,2866376,Europe,2020-03-11,18332,1.38629436111989,-Inf,609,26,10,0,44,0.0222222222222222,0.6,1,2,FALSE,,,,,
1,1,albania,AL,ALB,2866376,Europe,2020-03-12,18333,0,0,609,26,11,1,44,0.0222222222222222,0.6,1,2,FALSE,,,,,
12,0,albania,AL,ALB,2866376,Europe,2020-03-13,18334,2.484906649788,-Inf,609,26,23,1,44,0.0222222222222222,0.6,1,2,FALSE,,,,,
