cases,deaths,geoid,continentexp,countryterritorycode,population,country,date,date.int,log.cases,log.deaths,tot.cases,tot.deaths,cum.cases,cum.deaths,n.nonzero.rows,prop.zero.cases,prop.zero.deaths,delta.next.non0,max.gap,is.train,ctry.min.date.int,ctry.min.date,date.int.delta,ctry.first.log.cases,adj.log.cases
2105,188,BR,America,BRA,209469333,brazil,2020-04-17,18369,7.65207074611648,5.23644196282995,38654,2462,30425,1924,47,0.580357142857143,0.696428571428571,1,1,TRUE,18326,2020-03-05,43,7.65207074611648,7.65207074611648
3257,217,BR,America,BRA,209469333,brazil,2020-04-18,18370,8.08856180527623,5.37989735354046,38654,2462,33682,2141,47,0.580357142857143,0.696428571428571,1,1,TRUE,18326,2020-03-05,44,8.08856180527623,8.08856180527623
2917,206,BR,America,BRA,209469333,brazil,2020-04-19,18371,7.97831096986772,5.32787616878958,38654,2462,36599,2347,47,0.580357142857143,0.696428571428571,1,1,TRUE,18326,2020-03-05,45,7.97831096986772,7.97831096986772
2055,115,BR,America,BRA,209469333,brazil,2020-04-20,18372,7.62803112693034,4.74493212836325,38654,2462,38654,2462,47,0.580357142857143,0.696428571428571,1,1,TRUE,18326,2020-03-05,46,7.62803112693034,7.62803112693034
1,0,BS,America,BHS,385640,bahamas,2020-03-16,18337,0,-Inf,60,9,1,0,25,0.264705882352941,0.764705882352941,4,5,FALSE,,,,,
0,0,BS,America,BHS,385640,bahamas,2020-03-17,18338,-Inf,-Inf,60,9,1,0,25,0.264705882352941,0.764705882352941,,,FALSE,,,,,
2,0,BS,America,BHS,385640,bahamas,2020-03-20,18341,0.693147180559945,-Inf,60,9,3,0,25,0.264705882352941,0.764705882352941,1,5,FALSE,,,,,
1,0,BS,America,BHS,385640,bahamas,2020-03-21,18342,0,-Inf,60,9,4,0,25,0.264705882352941,0.764705882352941,5,5,FALSE,,,,,
0,0,BS,America,BHS,385640,bahamas,2020-03-22,18343,-Inf,-Inf,60,9,4,0,25,0.264705882352941,0.764705882352941,,,FALSE,,,,,
0,0,BS,America,BHS,385640,bahamas,2020-03-23,18344,-Inf,-Inf,60,9,4,0,25,0.264705882352941,0.764705882352941,,,FALSE,,,,,
0,0,BS,America,BHS,385640,bahamas,2020-03-24,18345,-Inf,-Inf,60,9,4,0,25,0.264705882352941,0.764705882352941,,,FALSE,,,,,
0,0,BS,America,BHS,385640,bahamas,2020-03-25,18346,-Inf,-Inf,60,9,4,0,25,0.264705882352941,0.764705882352941,,,FALSE,,,,,
1,0,BS,America,BHS,385640,bahamas,2020-03-26,18347,0,-Inf,60,9,5,0,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
4,0,BS,America,BHS,385640,bahamas,2020-03-27,18348,1.38629436111989,-Inf,60,9,9,0,25,0.264705882352941,0.764705882352941,2,2,FALSE,,,,,
0,0,BS,America,BHS,385640,bahamas,2020-03-28,18349,-Inf,-Inf,60,9,9,0,25,0.264705882352941,0.764705882352941,,,FALSE,,,,,
2,0,BS,America,BHS,385640,bahamas,2020-03-29,18350,0.693147180559945,-Inf,60,9,11,0,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
3,0,BS,America,BHS,385640,bahamas,2020-03-30,18351,1.09861228866811,-Inf,60,9,14,0,25,0.264705882352941,0.764705882352941,2,2,FALSE,,,,,
0,0,BS,America,BHS,385640,bahamas,2020-03-31,18352,-Inf,-Inf,60,9,14,0,25,0.264705882352941,0.764705882352941,,,FALSE,,,,,
1,0,BS,America,BHS,385640,bahamas,2020-04-01,18353,0,-Inf,60,9,15,0,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
6,1,BS,America,BHS,385640,bahamas,2020-04-02,18354,1.79175946922806,0,60,9,21,1,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
3,0,BS,America,BHS,385640,bahamas,2020-04-03,18355,1.09861228866811,-Inf,60,9,24,1,25,0.264705882352941,0.764705882352941,2,2,FALSE,,,,,
0,2,BS,America,BHS,385640,bahamas,2020-04-04,18356,-Inf,0.693147180559945,60,9,24,3,25,0.264705882352941,0.764705882352941,,,FALSE,,,,,
4,1,BS,America,BHS,385640,bahamas,2020-04-05,18357,1.38629436111989,0,60,9,28,4,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
1,1,BS,America,BHS,385640,bahamas,2020-04-06,18358,0,0,60,9,29,5,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
4,0,BS,America,BHS,385640,bahamas,2020-04-07,18359,1.38629436111989,-Inf,60,9,33,5,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
3,1,BS,America,BHS,385640,bahamas,2020-04-08,18360,1.09861228866811,0,60,9,36,6,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
4,1,BS,America,BHS,385640,bahamas,2020-04-09,18361,1.38629436111989,0,60,9,40,7,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
1,1,BS,America,BHS,385640,bahamas,2020-04-10,18362,0,0,60,9,41,8,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
1,0,BS,America,BHS,385640,bahamas,2020-04-11,18363,0,-Inf,60,9,42,8,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
4,0,BS,America,BHS,385640,bahamas,2020-04-12,18364,1.38629436111989,-Inf,60,9,46,8,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
1,0,BS,America,BHS,385640,bahamas,2020-04-13,18365,0,-Inf,60,9,47,8,25,0.264705882352941,0.764705882352941,1,2,FALSE,,,,,
2,0,BS,America,BHS,385640,bahamas,2020-04-14,18366,0.693147180559945,-Inf,60,9,49,8,25,0.264705882352941,0.764705882352941,2,2,FALSE,,,,,
0,0,BS,America,BHS,385640,bahamas,2020-04-15,18367,-Inf,-Inf,60,9,49,8,25,0.264705882352941,0.764705882352941,,,FALSE,,,,,
4,0,BS,America,BHS,385640,bahamas,2020-04-16,18368,1.38629436111989,-Inf,60,9,53,8,25,0.264705882352941,0.764705882352941,1,1,FALSE,,,,,
1,1,BS,America,BHS,385640,bahamas,2020-04-17,18369,0,0,60,9,54,9,25,0.264705882352941,0.764705882352941,1,1,FALSE,,,,,
1,0,BS,America,BHS,385640,bahamas,2020-04-18,18370,0,-Inf,60,9,55,9,25,0.264705882352941,0.764705882352941,1,1,FALSE,,,,,
3,0,BS,America,BHS,385640,bahamas,2020-04-19,18371,1.09861228866811,-Inf,60,9,58,9,25,0.264705882352941,0.764705882352941,1,1,FALSE,,,,,
2,0,BS,America,BHS,385640,bahamas,2020-04-20,18372,0.693147180559945,-Inf,60,9,60,9,25,0.264705882352941,0.764705882352941,1,1,FALSE,,,,,
1,0,BT,Asia,BTN,754394,bhutan,2020-03-06,18327,0,-Inf,5,0,1,0,5,0.868421052631579,1,15,15,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-13,18334,-Inf,-Inf,5,0,1,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-15,18336,-Inf,-Inf,5,0,1,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-17,18338,-Inf,-Inf,5,0,1,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-18,18339,-Inf,-Inf,5,0,1,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-19,18340,-Inf,-Inf,5,0,1,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-20,18341,-Inf,-Inf,5,0,1,0,5,0.868421052631579,1,,,FALSE,,,,,
1,0,BT,Asia,BTN,754394,bhutan,2020-03-21,18342,0,-Inf,5,0,2,0,5,0.868421052631579,1,5,5,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-22,18343,-Inf,-Inf,5,0,2,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-23,18344,-Inf,-Inf,5,0,2,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-24,18345,-Inf,-Inf,5,0,2,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-25,18346,-Inf,-Inf,5,0,2,0,5,0.868421052631579,1,,,FALSE,,,,,
1,0,BT,Asia,BTN,754394,bhutan,2020-03-26,18347,0,-Inf,5,0,3,0,5,0.868421052631579,1,3,4,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-27,18348,-Inf,-Inf,5,0,3,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-28,18349,-Inf,-Inf,5,0,3,0,5,0.868421052631579,1,,,FALSE,,,,,
1,0,BT,Asia,BTN,754394,bhutan,2020-03-29,18350,0,-Inf,5,0,4,0,5,0.868421052631579,1,4,4,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-30,18351,-Inf,-Inf,5,0,4,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-03-31,18352,-Inf,-Inf,5,0,4,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-01,18353,-Inf,-Inf,5,0,4,0,5,0.868421052631579,1,,,FALSE,,,,,
1,0,BT,Asia,BTN,754394,bhutan,2020-04-02,18354,0,-Inf,5,0,5,0,5,0.868421052631579,1,1,1,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-03,18355,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-04,18356,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-05,18357,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-06,18358,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-07,18359,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-08,18360,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-09,18361,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-10,18362,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-11,18363,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-12,18364,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-13,18365,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-14,18366,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-15,18367,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-16,18368,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-17,18369,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-18,18370,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-19,18371,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
0,0,BT,Asia,BTN,754394,bhutan,2020-04-20,18372,-Inf,-Inf,5,0,5,0,5,0.868421052631579,1,,,FALSE,,,,,
3,0,BW,Africa,BWA,2254126,botswana,2020-04-01,18353,1.09861228866811,-Inf,20,1,3,0,7,0.65,0.95,1,7,FALSE,,,,,
1,1,BW,Africa,BWA,2254126,botswana,2020-04-02,18354,0,0,20,1,4,1,7,0.65,0.95,4,7,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-03,18355,-Inf,-Inf,20,1,4,1,7,0.65,0.95,,,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-04,18356,-Inf,-Inf,20,1,4,1,7,0.65,0.95,,,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-05,18357,-Inf,-Inf,20,1,4,1,7,0.65,0.95,,,FALSE,,,,,
2,0,BW,Africa,BWA,2254126,botswana,2020-04-06,18358,0.693147180559945,-Inf,20,1,6,1,7,0.65,0.95,3,7,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-07,18359,-Inf,-Inf,20,1,6,1,7,0.65,0.95,,,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-08,18360,-Inf,-Inf,20,1,6,1,7,0.65,0.95,,,FALSE,,,,,
1,0,BW,Africa,BWA,2254126,botswana,2020-04-09,18361,0,-Inf,20,1,7,1,7,0.65,0.95,1,7,FALSE,,,,,
6,0,BW,Africa,BWA,2254126,botswana,2020-04-10,18362,1.79175946922806,-Inf,20,1,13,1,7,0.65,0.95,7,7,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-11,18363,-Inf,-Inf,20,1,13,1,7,0.65,0.95,,,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-12,18364,-Inf,-Inf,20,1,13,1,7,0.65,0.95,,,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-13,18365,-Inf,-Inf,20,1,13,1,7,0.65,0.95,,,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-14,18366,-Inf,-Inf,20,1,13,1,7,0.65,0.95,,,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-15,18367,-Inf,-Inf,20,1,13,1,7,0.65,0.95,,,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-16,18368,-Inf,-Inf,20,1,13,1,7,0.65,0.95,,,FALSE,,,,,
2,0,BW,Africa,BWA,2254126,botswana,2020-04-17,18369,0.693147180559945,-Inf,20,1,15,1,7,0.65,0.95,3,3,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-18,18370,-Inf,-Inf,20,1,15,1,7,0.65,0.95,,,FALSE,,,,,
0,0,BW,Africa,BWA,2254126,botswana,2020-04-19,18371,-Inf,-Inf,20,1,15,1,7,0.65,0.95,,,FALSE,,,,,
5,0,BW,Africa,BWA,2254126,botswana,2020-04-20,18372,1.6094379124341,-Inf,20,1,20,1,7,0.65,0.95,1,1,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2019-12-31,18261,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-01,18262,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-02,18263,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-03,18264,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-04,18265,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-05,18266,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-06,18267,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-07,18268,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-08,18269,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-09,18270,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-10,18271,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-11,18272,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-12,18273,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-13,18274,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-14,18275,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-15,18276,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-16,18277,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-17,18278,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-18,18279,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-19,18280,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-20,18281,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-21,18282,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-22,18283,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-23,18284,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-24,18285,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-25,18286,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-26,18287,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-27,18288,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-28,18289,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-29,18290,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-30,18291,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-01-31,18292,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-01,18293,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-02,18294,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-03,18295,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-04,18296,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-05,18297,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-06,18298,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-07,18299,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-08,18300,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-09,18301,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-10,18302,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-11,18303,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-12,18304,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-13,18305,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-14,18306,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-15,18307,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-16,18308,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-17,18309,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-18,18310,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-19,18311,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-20,18312,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-21,18313,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-22,18314,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-23,18315,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-24,18316,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-25,18317,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-26,18318,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-27,18319,-Inf,-Inf,4779,47,0,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
1,0,BY,Europe,BLR,9485386,belarus,2020-02-28,18320,0,-Inf,4779,47,1,0,32,0.692307692307692,0.855769230769231,5,6,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-02-29,18321,-Inf,-Inf,4779,47,1,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-03-01,18322,-Inf,-Inf,4779,47,1,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-03-02,18323,-Inf,-Inf,4779,47,1,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
3,0,BY,Europe,BLR,9485386,belarus,2020-03-04,18325,1.09861228866811,-Inf,4779,47,4,0,32,0.692307692307692,0.855769230769231,1,6,FALSE,,,,,
2,0,BY,Europe,BLR,9485386,belarus,2020-03-05,18326,0.693147180559945,-Inf,4779,47,6,0,32,0.692307692307692,0.855769230769231,6,6,FALSE,,,,,
3,0,BY,Europe,BLR,9485386,belarus,2020-03-11,18332,1.09861228866811,-Inf,4779,47,9,0,32,0.692307692307692,0.855769230769231,1,3,FALSE,,,,,
3,0,BY,Europe,BLR,9485386,belarus,2020-03-12,18333,1.09861228866811,-Inf,4779,47,12,0,32,0.692307692307692,0.855769230769231,1,3,FALSE,,,,,
9,0,BY,Europe,BLR,9485386,belarus,2020-03-13,18334,2.19722457733622,-Inf,4779,47,21,0,32,0.692307692307692,0.855769230769231,3,3,FALSE,,,,,
6,0,BY,Europe,BLR,9485386,belarus,2020-03-16,18337,1.79175946922806,-Inf,4779,47,27,0,32,0.692307692307692,0.855769230769231,1,3,FALSE,,,,,
9,0,BY,Europe,BLR,9485386,belarus,2020-03-17,18338,2.19722457733622,-Inf,4779,47,36,0,32,0.692307692307692,0.855769230769231,2,3,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-03-18,18339,-Inf,-Inf,4779,47,36,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
10,0,BY,Europe,BLR,9485386,belarus,2020-03-19,18340,2.30258509299405,-Inf,4779,47,46,0,32,0.692307692307692,0.855769230769231,1,3,FALSE,,,,,
11,0,BY,Europe,BLR,9485386,belarus,2020-03-20,18341,2.39789527279837,-Inf,4779,47,57,0,32,0.692307692307692,0.855769230769231,2,3,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-03-21,18342,-Inf,-Inf,4779,47,57,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
19,0,BY,Europe,BLR,9485386,belarus,2020-03-22,18343,2.94443897916644,-Inf,4779,47,76,0,32,0.692307692307692,0.855769230769231,2,3,FALSE,,,,,
0,0,BY,Europe,BLR,9485386,belarus,2020-03-23,18344,-Inf,-Inf,4779,47,76,0,32,0.692307692307692,0.855769230769231,,,FALSE,,,,,
